"","st_cd_fips","year","...1.x","pollster","sponsors","display_name","fte_grade","start_date","end_date","sample_size","population","election_date","candidate_name","state.x","st_fips.x","cd_fips","dem_cand","rep_cand","DEM","REP","...1.y","...2.x","cd","state.y","cvap","moe","...1","...2.y","office","state","st_fips.y","district_num","district_id","winner_party","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","RepVotesMajorPercent","DemVotesMajorPercent","winner_candidate","winner_candidate_inc","president_party"
"127","0649",2018,961,"POS",NA,"Public Opinion Strategies","A-","9/17/18","9/20/18",400,"lv","11/6/18","Mike Levin","California","06","49","Mike Levin","Diane L. Harkey","45","43",1378,1378,"49","California",514955,3643,506,506,"House","California","06","49","CA49","D",128577,"Harkey, Diane","Challenger",166453,"Levin, Mike","Challenger",43.58,56.42,"DemCandidate","Challenger","R"
"128","0649",2020,328,"SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","9/11/20","9/14/20",517,"lv","11/3/20","Brian Maryott","California","06","49","Bryant Cameron Webb","Brian Maryott","46","37",2250,2250,"49","California",518588,5700,70,70,"House","California","06","49","CA49","D",181157,"Maryott, Brian","Challenger",205349,"Levin, Mike","Incumbent",46.87,53.13,"DemCandidate","Incumbent","D"
"129","0649",2020,242,"SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","10/8/20","10/12/20",514,"lv","11/3/20","Brian Maryott","California","06","49","Mike Siegel","Brian Maryott","45","36",2250,2250,"49","California",518588,5700,70,70,"House","California","06","49","CA49","D",181157,"Maryott, Brian","Challenger",205349,"Levin, Mike","Incumbent",46.87,53.13,"DemCandidate","Incumbent","D"
"130","0650",2018,630,"SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","10/25/18","10/29/18",547,"lv","11/6/18","Ammar Campa-Najjar","California","06","50","Ammar Campa-Najjar","Duncan Hunter","45","48",1379,1379,"50","California",500272,3677,507,507,"House","California","06","50","CA50","R",134362,"Hunter, Duncan D.","Incumbent",125448,"Campa-Najjar, Ammar","Challenger",51.72,48.28,"RepCandidate","Incumbent","R"
"131","0650",2018,949,"UC Berkeley","LA Times","University of California, Berkeley","B/C","9/16/18","9/23/18",527,"lv","11/6/18","Ammar Campa-Najjar","California","06","50","Ammar Campa-Najjar","Duncan Hunter","47","49",1379,1379,"50","California",500272,3677,507,507,"House","California","06","50","CA50","R",134362,"Hunter, Duncan D.","Incumbent",125448,"Campa-Najjar, Ammar","Challenger",51.72,48.28,"RepCandidate","Incumbent","R"
"132","0650",2018,1096,"SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","8/22/18","8/26/18",539,"lv","11/6/18","Ammar Campa-Najjar","California","06","50","Ammar Campa-Najjar","Duncan Hunter","39","47",1379,1379,"50","California",500272,3677,507,507,"House","California","06","50","CA50","R",134362,"Hunter, Duncan D.","Incumbent",125448,"Campa-Najjar, Ammar","Challenger",51.72,48.28,"RepCandidate","Incumbent","R"
"133","0650",2018,911,"Monmouth U.",NA,"Monmouth University","A","9/22/18","9/26/18",401,"v","11/6/18","Ammar Campa-Najjar","California","06","50","Ammar Campa-Najjar","Duncan Hunter","41","49",1379,1379,"50","California",500272,3677,507,507,"House","California","06","50","CA50","R",134362,"Hunter, Duncan D.","Incumbent",125448,"Campa-Najjar, Ammar","Challenger",51.72,48.28,"RepCandidate","Incumbent","R"
"134","0650",2018,1145,"Tulchin Research",NA,"Tulchin Research","B/C","7/17/18","7/23/18",400,"lv","11/6/18","Duncan Hunter","California","06","50","Conor Lamb","Duncan Hunter","51","51",1379,1379,"50","California",500272,3677,507,507,"House","California","06","50","CA50","R",134362,"Hunter, Duncan D.","Incumbent",125448,"Campa-Najjar, Ammar","Challenger",51.72,48.28,"RepCandidate","Incumbent","R"
"135","0650",2018,912,"Monmouth U.",NA,"Monmouth University","A","9/22/18","9/26/18",348,"lv","11/6/18","Ammar Campa-Najjar","California","06","50","Ammar Campa-Najjar","Duncan Hunter","c(38, 40)","c(53, 51)",1379,1379,"50","California",500272,3677,507,507,"House","California","06","50","CA50","R",134362,"Hunter, Duncan D.","Incumbent",125448,"Campa-Najjar, Ammar","Challenger",51.72,48.28,"RepCandidate","Incumbent","R"
"136","0650",2018,1077,"Tulchin Research",NA,"Tulchin Research","B/C","8/27/18","8/30/18",400,"lv","11/6/18","Ammar Campa-Najjar","California","06","50","Ammar Campa-Najjar","Duncan Hunter","46","46",1379,1379,"50","California",500272,3677,507,507,"House","California","06","50","CA50","R",134362,"Hunter, Duncan D.","Incumbent",125448,"Campa-Najjar, Ammar","Challenger",51.72,48.28,"RepCandidate","Incumbent","R"
"137","0650",2018,873,"Tulchin Research",NA,"Tulchin Research","B/C","9/29/18","10/1/18",400,"lv","11/6/18","Ammar Campa-Najjar","California","06","50","Ammar Campa-Najjar","Duncan Hunter","44.4","45.1",1379,1379,"50","California",500272,3677,507,507,"House","California","06","50","CA50","R",134362,"Hunter, Duncan D.","Incumbent",125448,"Campa-Najjar, Ammar","Challenger",51.72,48.28,"RepCandidate","Incumbent","R"
"138","0650",2020,183,"SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","10/22/20","10/26/20",538,"lv","11/3/20","Darrell Issa","California","06","50","Kendra Horn","Darrell Issa","44","51",2251,2251,"50","California",509350,4794,71,71,"House","California","06","50","CA50","R",195521,"Issa, Darrell","Challenger",166869,"Campa-Najjar, Ammar","Challenger",53.95,46.05,"RepCandidate","Challenger","D"
"139","0650",2020,235,"Strategies 360",NA,"Strategies 360","B/C","10/10/20","10/13/20",401,"lv","11/3/20","Darrell Issa","California","06","50","Donna E. Shalala","Darrell Issa","50","42",2251,2251,"50","California",509350,4794,71,71,"House","California","06","50","CA50","R",195521,"Issa, Darrell","Challenger",166869,"Campa-Najjar, Ammar","Challenger",53.95,46.05,"RepCandidate","Challenger","D"
"140","0650",2020,494,"Strategies 360",NA,"Strategies 360","B/C","3/18/20","3/21/20",400,"lv","11/3/20","Darrell Issa","California","06","50","Lucy McBath","Darrell Issa","47","48",2251,2251,"50","California",509350,4794,71,71,"House","California","06","50","CA50","R",195521,"Issa, Darrell","Challenger",166869,"Campa-Najjar, Ammar","Challenger",53.95,46.05,"RepCandidate","Challenger","D"
"141","0650",2020,513,"TP Research",NA,"TP Research","C/D","9/26/19","10/2/19",692,"lv","11/3/20","Darrell Issa","California","06","50","Charlie Crist","Darrell Issa","42","36",2251,2251,"50","California",509350,4794,71,71,"House","California","06","50","CA50","R",195521,"Issa, Darrell","Challenger",166869,"Campa-Najjar, Ammar","Challenger",53.95,46.05,"RepCandidate","Challenger","D"
"142","0650",2020,434,"Strategies 360",NA,"Strategies 360","B/C","7/22/20","7/26/20",400,"lv","11/3/20","Darrell Issa","California","06","50","Brynne S. Kennedy","Darrell Issa","42","47",2251,2251,"50","California",509350,4794,71,71,"House","California","06","50","CA50","R",195521,"Issa, Darrell","Challenger",166869,"Campa-Najjar, Ammar","Challenger",53.95,46.05,"RepCandidate","Challenger","D"
"143","0650",2020,344,"SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","9/4/20","9/7/20",508,"lv","11/3/20","Darrell Issa","California","06","50","Alan M. Cohn","Darrell Issa","42","46",2251,2251,"50","California",509350,4794,71,71,"House","California","06","50","CA50","R",195521,"Issa, Darrell","Challenger",166869,"Campa-Najjar, Ammar","Challenger",53.95,46.05,"RepCandidate","Challenger","D"
"144","0653",2020,314,"SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","9/18/20","9/21/20",534,"lv","11/3/20","Georgette Gómez","California","06","53","Georgette Gómez","Peter Meijer","24","48",2254,2254,"53","California",559071,6736,74,74,"House","California","06","53","CA53","D",0,NA,NA,199244,"Jacobs, Sara","Challenger",0,100,"DemCandidate","Challenger","D"
"145","0653",2020,420,"RMG Research","United States Term Limits","RMG Research","B-","7/27/20","8/2/20",500,"rv","11/3/20","Georgette Gómez","California","06","53","Georgette Gómez","Beth Van Duyne","17","36",2254,2254,"53","California",559071,6736,74,74,"House","California","06","53","CA53","D",0,NA,NA,199244,"Jacobs, Sara","Challenger",0,100,"DemCandidate","Challenger","D"
"146","0653",2020,214,"SurveyUSA","KGTV-TV (California) | San Diego Union-Tribune","SurveyUSA","A","10/15/20","10/18/20",511,"lv","11/3/20","Sara Jacobs","California","06","53","Sara Jacobs","David Madison Cawthorn","40","42",2254,2254,"53","California",559071,6736,74,74,"House","California","06","53","CA53","D",0,NA,NA,199244,"Jacobs, Sara","Challenger",0,100,"DemCandidate","Challenger","D"
"147","0803",2018,575,"JMC Analytics/Bold Blue Campaigns",NA,"JMC Analytics/Bold Blue Campaigns","B/C","10/27/18","11/2/18",500,"lv","11/6/18","Diane Mitsch Bush","Colorado","08","03","Diane Mitsch Bush","Scott Tipton","41","46",1385,1385,"3","Colorado",551793,1485,513,513,"House","Colorado","08","03","CO03","R",173205,"Tipton, Scott R.","Incumbent",146426,"Bush, Diane Mitsch","Challenger",54.19,45.81,"RepCandidate","Incumbent","R"
"148","0803",2018,610,"Change Research",NA,"Change Research","B-","10/27/18","10/29/18",485,"lv","11/6/18","Diane Mitsch Bush","Colorado","08","03","Diane Mitsch Bush","Scott Tipton","38","53",1385,1385,"3","Colorado",551793,1485,513,513,"House","Colorado","08","03","CO03","R",173205,"Tipton, Scott R.","Incumbent",146426,"Bush, Diane Mitsch","Challenger",54.19,45.81,"RepCandidate","Incumbent","R"
"149","0803",2020,198,"DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","10/19/20","10/20/20",491,"lv","11/3/20","Lauren Boebert","Colorado","08","03","Kathleen Williams","Lauren Boebert","46","43",2257,2257,"3","Colorado",567907,1570,77,77,"House","Colorado","08","03","CO03","R",220634,"Boebert, Lauren","Challenger",194122,"Bush, Diane Mitsch","Challenger",53.2,46.8,"RepCandidate","Challenger","D"
"150","0803",2020,331,"Expedition Strategies","House Majority PAC","Expedition Strategies",NA,"9/9/20","9/14/20",754,"lv","11/3/20","Lauren Boebert","Colorado","08","03","Joyce Ann Elliott","Lauren Boebert","46","44",2257,2257,"3","Colorado",567907,1570,77,77,"House","Colorado","08","03","CO03","R",220634,"Boebert, Lauren","Challenger",194122,"Bush, Diane Mitsch","Challenger",53.2,46.8,"RepCandidate","Challenger","D"
"151","0803",2020,396,"Greenberg Quinlan Rosner",NA,"GQR","B","8/3/20","8/6/20",400,"lv","11/3/20","Lauren Boebert","Colorado","08","03","Jon Hoadley","Lauren Boebert","40","42",2257,2257,"3","Colorado",567907,1570,77,77,"House","Colorado","08","03","CO03","R",220634,"Boebert, Lauren","Challenger",194122,"Bush, Diane Mitsch","Challenger",53.2,46.8,"RepCandidate","Challenger","D"
"152","0806",2018,1166,"Normington, Petts & Associates","End Citizens United","Normington, Petts & Associates","B/C","7/9/18","7/11/18",400,"lv","11/6/18","Mike Coffman","Colorado","08","06","Amy McGrath","Mike Coffman","50","44",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"153","0806",2018,1004,"Siena College/NYT Upshot",NA,"Siena College/The New York Times Upshot","A+","9/12/18","9/14/18",500,"rv","11/6/18","Jason Crow","Colorado","08","06","Jason Crow","Mike Coffman","51.89","37.13",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"154","0806",2018,1155,"Global Strategy Group",NA,"Global Strategy Group","B/C","7/11/18","7/17/18",506,"lv","11/6/18","Mike Coffman","Colorado","08","06","Kathy Manning","Mike Coffman","35","45",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"155","0806",2018,744,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/13/18","10/17/18",506,"rv","11/6/18","Jason Crow","Colorado","08","06","Jason Crow","Mike Coffman","45.12","34.93",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"156","0806",2018,941,"Normington, Petts & Associates","End Citizens United","Normington, Petts & Associates","B/C","9/18/18","9/23/18",400,"lv","11/6/18","Jason Crow","Colorado","08","06","Jason Crow","Mike Coffman","49","38",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"157","0806",2018,1003,"Siena College/NYT Upshot",NA,"Siena College/The New York Times Upshot","A+","9/12/18","9/14/18",500,"lv","11/6/18","Jason Crow","Colorado","08","06","Jason Crow","Mike Coffman","50.86","40.42",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"158","0806",2018,1266,"PPP","End Citizens United","Public Policy Polling","A-","2/15/18","2/18/18",751,"v","11/6/18","Mike Coffman","Colorado","08","06","Katie Hill","Mike Coffman","50","39",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"159","0806",2018,1010,"Tarrance","NRCC","Tarrance Group","B+","9/11/18","9/13/18",400,"rv","11/6/18","Jason Crow","Colorado","08","06","Jason Crow","Mike Coffman","c(46, 42)","c(45, 40)",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"160","0806",2018,756,"TargetPoint","REP (partisan)","TargetPoint","B/C","10/14/18","10/16/18",385,"lv","11/6/18","Jason Crow","Colorado","08","06","Jason Crow","Mike Coffman","48","43",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"161","0806",2018,1290,"PPP","Patriot Majority USA","Public Policy Polling","A-","10/5/17","10/8/17",742,"v","11/6/18","Mike Coffman","Colorado","08","06","Angie Craig","Mike Coffman","42","43",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"162","0806",2018,1163,"IMGE Insights",NA,"IMGE Insights","B/C","7/9/18","7/12/18",400,"rv","11/6/18","Mike Coffman","Colorado","08","06","Antonio Delgado","Mike Coffman","44","45",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"163","0806",2018,743,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/13/18","10/17/18",506,"lv","11/6/18","Jason Crow","Colorado","08","06","Jason Crow","Mike Coffman","46.6","37.9",1388,1388,"6","Colorado",538733,2712,516,516,"House","Colorado","08","06","CO06","D",148685,"Coffman, Mike","Incumbent",187639,"Crow, Jason","Challenger",44.21,55.79,"DemCandidate","Challenger","R"
"164","1201",2018,706,"The Political Matrix/The Listener Group","Inweekly","The Political Matrix/The Listener Group",NA,"10/18/18","10/21/18",730,"lv","11/6/18","Jennifer M. Zimmerman","Florida","12","01","Jennifer M. Zimmerman","Matt Gaetz","24.8","55.5",1397,1397,"1","Florida",579888,1408,524,524,"House","Florida","12","01","FL01","R",216189,"Gaetz, Matt","Incumbent",106199,"Zimmerman, Jennifer M.","Challenger",67.06,32.94,"RepCandidate","Incumbent","R"
"165","1204",2020,264,"U. North Florida",NA,"University of North Florida","A/B","10/1/20","10/4/20",863,"lv","11/3/20","John Rutherford","Florida","12","04","Christina M. Finello","John Rutherford","45","57",2272,2272,"4","Florida",616092,4962,91,91,"House","Florida","12","04","FL04","R",308497,"Rutherford, John","Incumbent",196423,"Deegan, Donna","Challenger",61.1,38.9,"RepCandidate","Incumbent","D"
"166","1204",2020,354,"St. Pete Polls","Florida Politics","St. Pete Polls","B+","9/2/20","9/2/20",1072,"lv","11/3/20","John Rutherford","Florida","12","04","Julie Oliver","John Rutherford","40","61.4",2272,2272,"4","Florida",616092,4962,91,91,"House","Florida","12","04","FL04","R",308497,"Rutherford, John","Incumbent",196423,"Deegan, Donna","Challenger",61.1,38.9,"RepCandidate","Incumbent","D"
"167","1206",2018,964,"St. Pete Polls",NA,"St. Pete Polls","B+","9/19/18","9/19/18",981,"lv","11/6/18","Nancy Soderberg","Florida","12","06","Nancy Soderberg","Michael Waltz","42.5","47.5",1402,1402,"6","Florida",596696,2367,529,529,"House","Florida","12","06","FL06","R",187891,"Waltz, Michael","Challenger",145758,"Soderberg, Nancy","Challenger",56.31,43.69,"RepCandidate","Challenger","R"
"168","1206",2018,1058,"Greenberg Quinlan Rosner",NA,"GQR","B","9/4/18","9/6/18",400,"lv","11/6/18","Nancy Soderberg","Florida","12","06","Nancy Soderberg","Michael Waltz","46","47",1402,1402,"6","Florida",596696,2367,529,529,"House","Florida","12","06","FL06","R",187891,"Waltz, Michael","Challenger",145758,"Soderberg, Nancy","Challenger",56.31,43.69,"RepCandidate","Challenger","R"
"169","1206",2018,857,"Greenberg Quinlan Rosner",NA,"GQR","B","10/1/18","10/4/18",400,"lv","11/6/18","Nancy Soderberg","Florida","12","06","Nancy Soderberg","Michael Waltz","45","45",1402,1402,"6","Florida",596696,2367,529,529,"House","Florida","12","06","FL06","R",187891,"Waltz, Michael","Challenger",145758,"Soderberg, Nancy","Challenger",56.31,43.69,"RepCandidate","Challenger","R"
"170","1207",2018,1076,"St. Pete Polls",NA,"St. Pete Polls","B+","8/30/18","8/30/18",435,"lv","11/6/18","Stephanie Murphy","Florida","12","07","Stephanie Murphy","Mike Miller","47.3","45.8",1403,1403,"7","Florida",567729,3618,530,530,"House","Florida","12","07","FL07","D",134285,"Miller, Mike","Challenger",183113,"Murphy, Stephanie","Incumbent",42.31,57.69,"DemCandidate","Incumbent","R"
"171","1207",2020,507,"Gravis Marketing",NA,"Gravis Marketing","B","1/2/20","1/3/20",813,"rv","11/3/20","Joel Greenberg","Florida","12","07","Xochitl Torres Small","Joel Greenberg","46","42.5",2275,2275,"7","Florida",583427,5190,94,94,"House","Florida","12","07","FL07","D",175750,"Valentin, Leo","Challenger",224946,"Murphy, Stephanie","Incumbent",43.86,56.14,"DemCandidate","Incumbent","D"
"172","1209",2018,832,"SurveyUSA","Spectrum News","SurveyUSA","A","10/2/18","10/7/18",535,"lv","11/6/18","Darren Soto","Florida","12","09","Darren Soto","Wayne Liebnitzky","48","40",1405,1405,"9","Florida",575460,4796,532,532,"House","Florida","12","09","FL09","D",124565,"Liebnitzky, Wayne","Challenger",172172,"Soto, Darren","Incumbent",41.98,58.02,"DemCandidate","Incumbent","R"
"173","1212",2018,1139,"St. Pete Polls","Florida Politics","St. Pete Polls","B+","7/28/18","7/28/18",615,"rv","11/6/18","Gus Michael Bilirakis","Florida","12","12","David Shapiro","Gus Michael Bilirakis","34.5","49.1",1408,1408,"12","Florida",583296,2480,535,535,"House","Florida","12","12","FL12","R",194564,"Bilirakis, Gus Michael","Incumbent",132844,"Hunter, Chris","Challenger",59.43,40.57,"RepCandidate","Incumbent","R"
"174","1213",2020,514,"St. Pete Polls",NA,"St. Pete Polls","B+","9/25/19","9/25/19",1254,"rv","11/3/20","Rick Baker","Florida","12","13","Kara Eastman","Rick Baker","49","35.3",2281,2281,"13","Florida",584369,3448,100,100,"House","Florida","12","13","FL13","D",190713,"Paulina Luna, Anna","Challenger",215405,"Crist, Charlie","Incumbent",46.96,53.04,"DemCandidate","Incumbent","D"
"175","1213",2020,364,"St. Pete Polls","Florida Politics","St. Pete Polls","B+","8/29/20","8/30/20",2160,"lv","11/3/20","Anna Paulina Luna","Florida","12","13","Christy Smith","Anna Paulina Luna","45","38.6",2281,2281,"13","Florida",584369,3448,100,100,"House","Florida","12","13","FL13","D",190713,"Paulina Luna, Anna","Challenger",215405,"Crist, Charlie","Incumbent",46.96,53.04,"DemCandidate","Incumbent","D"
"176","1213",2020,174,"St. Pete Polls","Florida Politics","St. Pete Polls","B+","10/28/20","10/28/20",1280,"lv","11/3/20","Anna Paulina Luna","Florida","12","13","Alyse S. Galvin","Anna Paulina Luna","44","38.6",2281,2281,"13","Florida",584369,3448,100,100,"House","Florida","12","13","FL13","D",190713,"Paulina Luna, Anna","Challenger",215405,"Crist, Charlie","Incumbent",46.96,53.04,"DemCandidate","Incumbent","D"
"177","1215",2018,724,"Greenberg Quinlan Rosner",NA,"GQR","B","10/16/18","10/18/18",400,"lv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","47","47",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"178","1215",2018,848,"WPA Intelligence","Club for Growth","WPA Intelligence","B/C","10/3/18","10/4/18",418,"lv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","39","46",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"179","1215",2018,1046,"Greenberg Quinlan Rosner",NA,"GQR","B","9/4/18","9/8/18",400,"lv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","48","47",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"180","1215",2018,902,"Bold Blue Campaigns",NA,"Bold Blue Campaigns",NA,"9/22/18","9/27/18",500,"lv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","46","49",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"181","1215",2018,722,"Remington",NA,"Remington Research Group","B","10/17/18","10/18/18",1369,"lv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","41","47",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"182","1215",2018,713,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/16/18","10/19/18",499,"rv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","43.22","36.97",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"183","1215",2018,779,"SurveyUSA","Bay News 9 | News 13","SurveyUSA","A","10/9/18","10/14/18",591,"lv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","45","45",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"184","1215",2018,534,"St. Pete Polls","Florida Politics","St. Pete Polls","B+","11/5/18","11/5/18",1194,"lv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","44.3","46.2",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"185","1215",2018,712,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/16/18","10/19/18",499,"lv","11/6/18","Kristen Carlson","Florida","12","15","Kristen Carlson","Ross Spano","42.84","43.49",1411,1411,"15","Florida",556293,4174,538,538,"House","Florida","12","15","FL15","R",151380,"Spano, Ross","Challenger",134132,"Carlson, Kristen","Challenger",53.02,46.98,"RepCandidate","Challenger","R"
"186","1215",2020,270,"DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","9/30/20","10/4/20",390,"lv","11/3/20","Scott Franklin","Florida","12","15","Anthony J. Brindisi","Scott Franklin","48","42",2283,2283,"15","Florida",582193,6142,102,102,"House","Florida","12","15","FL15","R",216374,"Franklin, Scott","Challenger",174297,"Cohn, Alan Michael","Challenger",55.39,44.61,"RepCandidate","Challenger","D"
"187","1215",2020,345,"Greenberg Quinlan Rosner",NA,"GQR","B","9/4/20","9/6/20",400,"lv","11/3/20","Scott Franklin","Florida","12","15","Donna E. Shalala","Scott Franklin","42.8","49",2283,2283,"15","Florida",582193,6142,102,102,"House","Florida","12","15","FL15","R",216374,"Franklin, Scott","Challenger",174297,"Cohn, Alan Michael","Challenger",55.39,44.61,"RepCandidate","Challenger","D"
"188","1215",2020,223,"St. Pete Polls","Florida Politics","St. Pete Polls","B+","10/15/20","10/15/20",943,"lv","11/3/20","Scott Franklin","Florida","12","15","Alaina Shearer","Scott Franklin","44","48.5",2283,2283,"15","Florida",582193,6142,102,102,"House","Florida","12","15","FL15","R",216374,"Franklin, Scott","Challenger",174297,"Cohn, Alan Michael","Challenger",55.39,44.61,"RepCandidate","Challenger","D"
"189","1215",2020,187,"Change Research","Florida Democratic Party","Change Research","B-","10/22/20","10/24/20",530,"lv","11/3/20","Scott Franklin","Florida","12","15","Kathleen Williams","Scott Franklin","46","46",2283,2283,"15","Florida",582193,6142,102,102,"House","Florida","12","15","FL15","R",216374,"Franklin, Scott","Challenger",174297,"Cohn, Alan Michael","Challenger",55.39,44.61,"RepCandidate","Challenger","D"
"190","1216",2018,1140,"St. Pete Polls","Florida Politics","St. Pete Polls","B+","7/28/18","7/28/18",681,"lv","11/6/18","Vern Buchanan","Florida","12","16","Jana Lynne Sanchez","Vern Buchanan","39","44",1412,1412,"16","Florida",597649,2870,539,539,"House","Florida","12","16","FL16","R",197483,"Buchanan, Vern","Incumbent",164463,"Shapiro, David","Challenger",54.56,45.44,"RepCandidate","Incumbent","R"
"191","1216",2018,1100,"Anzalone Liszt Grove",NA,"ALG Research","B/C","8/22/18","8/25/18",400,"lv","11/6/18","David Shapiro","Florida","12","16","David Shapiro","Vern Buchanan","44","48",1412,1412,"16","Florida",597649,2870,539,539,"House","Florida","12","16","FL16","R",197483,"Buchanan, Vern","Incumbent",164463,"Shapiro, David","Challenger",54.56,45.44,"RepCandidate","Incumbent","R"
"192","1216",2018,1241,"PPP","Patriot Majority USA","Public Policy Polling","A-","4/16/18","4/17/18",655,"v","11/6/18","Vern Buchanan","Florida","12","16","Hiral Tipirneni","Vern Buchanan","46","49",1412,1412,"16","Florida",597649,2870,539,539,"House","Florida","12","16","FL16","R",197483,"Buchanan, Vern","Incumbent",164463,"Shapiro, David","Challenger",54.56,45.44,"RepCandidate","Incumbent","R"
