year,state,state,district,inc_party.x,Cook,Cook_num,description,ie_num,avg_rating
2022,California,CA,8,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,10,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,11,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,12,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,14,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,15,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,16,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,17,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,18,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,19,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,21,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,24,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,25,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,28,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,29,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,30,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,31,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,32,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,33,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,34,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,35,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,36,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,37,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,38,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,39,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,42,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,43,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,44,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,46,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,50,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,51,dem,Solid D,1,Currently Safe Democrat,1,1
2022,California,CA,52,dem,Solid D,1,Currently Safe Democrat,1,1
2008,California,CA,2,rep,Solid R,7,NA,NA,7
2008,California,CA,19,rep,Solid R,7,NA,NA,7
2008,California,CA,21,rep,Solid R,7,NA,NA,7
2008,California,CA,22,rep,Solid R,7,NA,NA,7
2008,California,CA,24,rep,Solid R,7,NA,NA,7
2008,California,CA,25,rep,Solid R,7,NA,NA,7
2008,California,CA,40,rep,Solid R,7,NA,NA,7
2008,California,CA,41,rep,Solid R,7,NA,NA,7
2008,California,CA,42,rep,Solid R,7,NA,NA,7
2008,California,CA,44,rep,Solid R,7,NA,NA,7
2008,California,CA,48,rep,Solid R,7,NA,NA,7
2008,California,CA,49,rep,Solid R,7,NA,NA,7
2008,California,CA,52,rep,Solid R,7,NA,NA,7
2012,California,CA,1,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,4,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,8,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,22,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,23,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,25,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,31,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,39,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,42,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,45,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,48,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,49,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,50,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,8,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,10,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,22,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,23,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,25,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,39,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,42,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,45,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,48,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,49,rep,Solid R,7,Currently Safe Republican,7,7
2014,California,CA,50,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,8,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,22,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,23,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,39,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,42,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,45,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,48,rep,Solid R,7,Currently Safe Republican,7,7
2016,California,CA,50,rep,Solid R,7,Currently Safe Republican,7,7
2018,California,CA,8,rep,Solid R,7,Currently Safe Republican,7,7
2018,California,CA,23,rep,Solid R,7,Currently Safe Republican,7,7
2018,California,CA,42,rep,Solid R,7,Currently Safe Republican,7,7
2020,California,CA,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,California,CA,8,rep,Solid R,7,Currently Safe Republican,7,7
2020,California,CA,23,rep,Solid R,7,Currently Safe Republican,7,7
2020,California,CA,42,rep,Solid R,7,Currently Safe Republican,7,7
2022,California,CA,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,California,CA,5,rep,Solid R,7,Currently Safe Republican,7,7
2022,California,CA,20,rep,Solid R,7,Currently Safe Republican,7,7
2022,California,CA,23,rep,Solid R,7,Currently Safe Republican,7,7
2022,California,CA,48,rep,Solid R,7,Currently Safe Republican,7,7
2012,California,CA,9,dem,Tossup D,3.5,Toss-up/Tilt Democrat,3.5,3.5
2014,California,CA,7,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2014,California,CA,26,dem,Tossup D,3.5,Lean Democrat,3,3.25
2014,California,CA,52,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2020,California,CA,21,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2022,California,CA,13,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2022,California,CA,47,dem,Tossup D,3.5,Toss-up/Tilt Democrat,3.5,3.5
2022,California,CA,49,dem,Tossup D,3.5,Toss-up/Tilt Democrat,3.5,3.5
2008,California,CA,4,rep,Tossup R,4.5,NA,NA,4.5
2012,California,CA,7,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2012,California,CA,10,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2012,California,CA,26,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2012,California,CA,36,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2012,California,CA,52,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2016,California,CA,10,rep,Tossup R,4.5,Lean Republican,5,4.75
2016,California,CA,25,rep,Tossup R,4.5,Republican Favored,6,5.25
2016,California,CA,49,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2018,California,CA,10,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,California,CA,25,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,California,CA,39,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,California,CA,45,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,California,CA,48,rep,Tossup R,4.5,Toss-up/Tilt Democrat,3.5,4
2020,California,CA,25,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2022,California,CA,22,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2022,California,CA,27,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2012,Colorado,CO,7,dem,Lean D,3,Lean Democrat,3,3
2018,,CO,6,rep,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2012,,CO,3,rep,Lean R,5,Republican Favored,6,5.5
2014,,CO,6,rep,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2020,,CO,3,rep,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2022,,CO,7,dem,Likely D,2,Democrat Favored,2,2
2016,,CO,3,rep,Likely R,5,Currently Safe Republican,7,6
2018,,CO,3,rep,Likely R,5,Currently Safe Republican,7,6
2008,,CO,1,dem,Solid D,1,NA,NA,1
2008,,CO,2,dem,Solid D,1,NA,NA,1
2008,,CO,3,dem,Solid D,1,NA,NA,1
2008,,CO,7,dem,Solid D,1,NA,NA,1
2012,,CO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,CO,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,CO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,CO,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,CO,7,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,CO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,CO,2,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,CO,7,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,CO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,CO,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,CO,7,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CO,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CO,6,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CO,7,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,CO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,CO,2,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,CO,6,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,CO,5,rep,Solid R,7,NA,NA,7
2008,,CO,6,rep,Solid R,7,NA,NA,7
2012,,CO,4,rep,Solid R,7,Currently Safe Republican,7,7
2012,,CO,5,rep,Solid R,7,Currently Safe Republican,7,7
2014,,CO,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,CO,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,CO,5,rep,Solid R,7,Currently Safe Republican,7,7
2016,,CO,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,CO,5,rep,Solid R,7,Currently Safe Republican,7,7
2018,,CO,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,CO,5,rep,Solid R,7,Currently Safe Republican,7,7
2020,,CO,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,CO,5,rep,Solid R,7,Currently Safe Republican,7,7
2022,,CO,3,rep,Solid R,7,Currently Safe Republican,7,7
2022,,CO,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,CO,5,rep,Solid R,7,Currently Safe Republican,7,7
2008,,CO,4,rep,Tossup R,4.5,NA,NA,4.5
2012,,CO,6,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2016,,CO,6,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2022,,CO,8,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2014,,CT,5,dem,Likely D,2,Currently Safe Democrat,1,1.5
2022,,CT,2,dem,Likely D,2,Currently Safe Democrat,1,1.5
2008,,CT,1,dem,Solid D,1,NA,NA,1
2008,,CT,2,dem,Solid D,1,NA,NA,1
2008,,CT,3,dem,Solid D,1,NA,NA,1
2008,,CT,5,dem,Solid D,1,NA,NA,1
2012,,CT,1,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,CT,2,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,CT,3,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,CT,4,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,CT,1,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,CT,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,CT,3,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,CT,4,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,CT,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,CT,2,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,CT,3,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,CT,4,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,CT,5,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,CT,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,CT,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,CT,3,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,CT,4,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,CT,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CT,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CT,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CT,3,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CT,4,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,CT,5,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,CT,1,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,CT,3,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,CT,4,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,CT,5,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2022,,CT,5,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2008,,CT,4,rep,Tossup R,4.5,NA,NA,4.5
2012,,DE,0,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,DE,0,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,DE,0,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,DE,0,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,DE,0,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,DE,0,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,DE,0,rep,Solid R,7,NA,NA,7
2008,,FL,24,rep,Lean D,3,NA,NA,3
2012,,FL,26,rep,Lean D,3,Lean Democrat,3,3
2016,,FL,13,rep,Lean D,3,Lean Democrat,3,3
2018,,FL,27,rep,Lean D,3,Lean Democrat,3,3
2020,,FL,26,dem,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2012,,FL,2,rep,Lean R,5,Republican Favored,6,5.5
2012,,FL,10,rep,Lean R,5,Lean Republican,5,5
2016,,FL,18,dem,Lean R,5,Pure Toss-up,4,4.5
2018,,FL,6,rep,Lean R,5,Lean Republican,5,5
2018,,FL,16,rep,Lean R,5,Republican Favored,6,5.5
2018,,FL,18,rep,Lean R,5,Republican Favored,6,5.5
2018,,FL,25,rep,Lean R,5,Currently Safe Republican,7,6
2020,,FL,15,rep,Lean R,5,Lean Republican,5,5
2022,,FL,27,rep,Lean R,5,Republican Favored,6,5.5
2012,,FL,9,dem,Likely D,2,Currently Safe Democrat,1,1.5
2012,,FL,22,dem,Likely D,2,Democrat Favored,2,2
2014,,FL,18,dem,Likely D,2,Currently Safe Democrat,1,1.5
2016,,FL,10,rep,Likely D,2,Currently Safe Democrat,1,1.5
2018,,FL,7,dem,Likely D,2,Currently Safe Democrat,1,1.5
2020,,FL,27,dem,Likely D,2,Currently Safe Democrat,1,1.5
2008,,FL,16,dem,Likely R,5,NA,NA,5
2008,,FL,18,rep,Likely R,5,NA,NA,5
2012,,FL,16,rep,Likely R,5,Republican Favored,6,5.5
2016,,FL,2,dem,Likely R,5,Currently Safe Republican,7,6
2016,,FL,27,rep,Likely R,5,Currently Safe Republican,7,6
2020,,FL,16,rep,Likely R,5,Republican Favored,6,5.5
2020,,FL,18,rep,Likely R,5,Republican Favored,6,5.5
2022,,FL,13,dem,Likely R,5,Lean Republican,5,5
2022,,FL,15,rep,Likely R,5,Republican Favored,6,5.5
2008,,FL,2,dem,Solid D,1,NA,NA,1
2008,,FL,3,dem,Solid D,1,NA,NA,1
2008,,FL,11,dem,Solid D,1,NA,NA,1
2008,,FL,17,dem,Solid D,1,NA,NA,1
2008,,FL,19,dem,Solid D,1,NA,NA,1
2008,,FL,20,dem,Solid D,1,NA,NA,1
2008,,FL,22,dem,Solid D,1,NA,NA,1
2008,,FL,23,dem,Solid D,1,NA,NA,1
2012,,FL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,FL,14,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,FL,20,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,FL,21,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,FL,23,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,FL,24,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,FL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,FL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,FL,14,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,FL,20,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,FL,21,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,FL,22,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,FL,23,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,FL,24,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,FL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,FL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,FL,14,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,FL,20,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,FL,21,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,FL,22,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,FL,23,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,FL,24,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,10,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,13,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,14,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,20,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,21,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,22,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,23,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,FL,24,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,7,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,10,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,13,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,14,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,20,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,21,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,22,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,23,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,FL,24,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,FL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,FL,10,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,FL,14,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,FL,20,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,FL,22,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,FL,23,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,FL,24,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,FL,25,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,FL,1,rep,Solid R,7,NA,NA,7
2008,,FL,4,rep,Solid R,7,NA,NA,7
2008,,FL,5,rep,Solid R,7,NA,NA,7
2008,,FL,6,rep,Solid R,7,NA,NA,7
2008,,FL,7,rep,Solid R,7,NA,NA,7
2008,,FL,9,rep,Solid R,7,NA,NA,7
2008,,FL,10,rep,Solid R,7,NA,NA,7
2008,,FL,12,rep,Solid R,7,NA,NA,7
2008,,FL,14,rep,Solid R,7,NA,NA,7
2008,,FL,15,rep,Solid R,7,NA,NA,7
2012,,FL,1,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,3,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,4,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,6,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,7,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,8,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,11,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,12,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,13,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,15,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,17,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,19,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,25,rep,Solid R,7,Currently Safe Republican,7,7
2012,,FL,27,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,6,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,7,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,8,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,10,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,11,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,12,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,13,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,15,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,16,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,17,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,19,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,25,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,27,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,3,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,8,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,11,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,12,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,15,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,16,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,17,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,19,rep,Solid R,7,Currently Safe Republican,7,7
2016,,FL,25,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,1,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,2,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,3,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,8,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,11,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,12,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,17,rep,Solid R,7,Currently Safe Republican,7,7
2018,,FL,19,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,2,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,3,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,6,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,8,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,11,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,12,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,17,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,19,rep,Solid R,7,Currently Safe Republican,7,7
2020,,FL,25,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,2,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,3,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,5,rep,Solid R,7,Republican Favored,6,6.5
2022,,FL,6,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,7,dem,Solid R,7,Republican Favored,6,6.5
2022,,FL,8,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,11,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,12,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,16,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,17,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,18,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,19,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,21,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,26,rep,Solid R,7,Currently Safe Republican,7,7
2022,,FL,28,rep,Solid R,7,Currently Safe Republican,7,7
2014,,FL,26,dem,Tossup D,3.5,Toss-up/Tilt Republican,4.5,4
2008,,FL,8,rep,Tossup R,4.5,NA,NA,4.5
2008,,FL,21,rep,Tossup R,4.5,NA,NA,4.5
2008,,FL,25,rep,Tossup R,4.5,NA,NA,4.5
2012,,FL,18,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2014,,FL,2,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2016,,FL,7,rep,Tossup R,4.5,Toss-up/Tilt Democrat,3.5,4
2016,,FL,26,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,,FL,15,rep,Tossup R,4.5,Toss-up/Tilt Republican,4.5,4.5
2018,,FL,26,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2008,,GA,8,dem,Lean D,3,NA,NA,3
2020,,GA,7,rep,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2018,,GA,7,rep,Lean R,5,Lean Republican,5,5
2020,,GA,6,dem,Likely D,2,Democrat Favored,2,2
2022,,GA,2,dem,Likely D,2,Currently Safe Democrat,1,1.5
2008,,GA,2,dem,Solid D,1,NA,NA,1
2008,,GA,4,dem,Solid D,1,NA,NA,1
2008,,GA,5,dem,Solid D,1,NA,NA,1
2008,,GA,12,dem,Solid D,1,NA,NA,1
2008,,GA,13,dem,Solid D,1,NA,NA,1
2012,,GA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,GA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,GA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,GA,13,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,GA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,GA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,GA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,GA,13,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,GA,2,dem,Solid D,1,Currently Safe Democrat,1,1
