,year,state,district,inc_party,is_open,description,,ie_num
1176,2014,OH,9,Democrat,0,Currently Safe Democrat,,1
1178,2014,OH,11,Democrat,0,Currently Safe Democrat,,1
1180,2014,OH,13,Democrat,0,Currently Safe Democrat,,1
1189,2014,OR,1,Democrat,0,Currently Safe Democrat,,1
1191,2014,OR,3,Democrat,0,Currently Safe Democrat,,1
1192,2014,OR,4,Democrat,0,Currently Safe Democrat,,1
1193,2014,OR,5,Democrat,0,Currently Safe Democrat,,1
1194,2014,PA,1,Democrat,0,Currently Safe Democrat,,1
1195,2014,PA,2,Democrat,0,Currently Safe Democrat,,1
1206,2014,PA,13,Democrat,1,Currently Safe Democrat,,1
1207,2014,PA,14,Democrat,0,Currently Safe Democrat,,1
1210,2014,PA,17,Democrat,0,Currently Safe Democrat,,1
1212,2014,RI,1,Democrat,0,Currently Safe Democrat,,1
1213,2014,RI,2,Democrat,0,Currently Safe Democrat,,1
1219,2014,SC,6,Democrat,0,Currently Safe Democrat,,1
1226,2014,TN,5,Democrat,0,Currently Safe Democrat,,1
1230,2014,TN,9,Democrat,0,Currently Safe Democrat,,1
1239,2014,TX,9,Democrat,0,Currently Safe Democrat,,1
1245,2014,TX,15,Democrat,0,Currently Safe Democrat,,1
1246,2014,TX,16,Democrat,0,Currently Safe Democrat,,1
1248,2014,TX,18,Democrat,0,Currently Safe Democrat,,1
1250,2014,TX,20,Democrat,0,Currently Safe Democrat,,1
1258,2014,TX,28,Democrat,0,Currently Safe Democrat,,1
1259,2014,TX,29,Democrat,0,Currently Safe Democrat,,1
1260,2014,TX,30,Democrat,0,Currently Safe Democrat,,1
1263,2014,TX,33,Democrat,0,Currently Safe Democrat,,1
1264,2014,TX,34,Democrat,0,Currently Safe Democrat,,1
1265,2014,TX,35,Democrat,0,Currently Safe Democrat,,1
1271,2014,VT,0,Democrat,0,Currently Safe Democrat,,1
1274,2014,VA,3,Democrat,0,Currently Safe Democrat,,1
1279,2014,VA,8,Democrat,0,Currently Safe Democrat,,1
1282,2014,VA,11,Democrat,0,Currently Safe Democrat,,1
1283,2014,WA,1,Democrat,0,Currently Safe Democrat,,1
1284,2014,WA,2,Democrat,0,Currently Safe Democrat,,1
1288,2014,WA,6,Democrat,0,Currently Safe Democrat,,1
1289,2014,WA,7,Democrat,0,Currently Safe Democrat,,1
1291,2014,WA,9,Democrat,0,Currently Safe Democrat,,1
1292,2014,WA,10,Democrat,0,Currently Safe Democrat,,1
1297,2014,WI,2,Democrat,0,Currently Safe Democrat,,1
1298,2014,WI,3,Democrat,0,Currently Safe Democrat,,1
1299,2014,WI,4,Democrat,0,Currently Safe Democrat,,1
1311,2016,AL,7,Democrat,0,Currently Safe Democrat,,1
1315,2016,AZ,3,Democrat,0,Currently Safe Democrat,,1
1319,2016,AZ,7,Democrat,0,Currently Safe Democrat,,1
1321,2016,AZ,9,Democrat,0,Currently Safe Democrat,,1
1327,2016,CA,2,Democrat,0,Currently Safe Democrat,,1
1328,2016,CA,3,Democrat,0,Currently Safe Democrat,,1
1330,2016,CA,5,Democrat,0,Currently Safe Democrat,,1
1331,2016,CA,6,Democrat,0,Currently Safe Democrat,,1
1334,2016,CA,9,Democrat,0,Currently Safe Democrat,,1
1336,2016,CA,11,Democrat,0,Currently Safe Democrat,,1
1337,2016,CA,12,Democrat,0,Currently Safe Democrat,,1
1338,2016,CA,13,Democrat,0,Currently Safe Democrat,,1
1339,2016,CA,14,Democrat,0,Currently Safe Democrat,,1
1340,2016,CA,15,Democrat,0,Currently Safe Democrat,,1
1341,2016,CA,16,Democrat,0,Currently Safe Democrat,,1
1342,2016,CA,17,Democrat,0,Currently Safe Democrat,,1
1343,2016,CA,18,Democrat,0,Currently Safe Democrat,,1
1344,2016,CA,19,Democrat,0,Currently Safe Democrat,,1
1345,2016,CA,20,Democrat,1,Currently Safe Democrat,,1
1351,2016,CA,26,Democrat,0,Currently Safe Democrat,,1
1352,2016,CA,27,Democrat,0,Currently Safe Democrat,,1
1353,2016,CA,28,Democrat,0,Currently Safe Democrat,,1
1354,2016,CA,29,Democrat,0,Currently Safe Democrat,,1
1355,2016,CA,30,Democrat,0,Currently Safe Democrat,,1
1356,2016,CA,31,Democrat,0,Currently Safe Democrat,,1
1357,2016,CA,32,Democrat,0,Currently Safe Democrat,,1
1358,2016,CA,33,Democrat,0,Currently Safe Democrat,,1
1359,2016,CA,34,Democrat,0,Currently Safe Democrat,,1
1360,2016,CA,35,Democrat,0,Currently Safe Democrat,,1
1361,2016,CA,36,Democrat,0,Currently Safe Democrat,,1
1362,2016,CA,37,Democrat,0,Currently Safe Democrat,,1
1363,2016,CA,38,Democrat,0,Currently Safe Democrat,,1
1365,2016,CA,40,Democrat,0,Currently Safe Democrat,,1
1366,2016,CA,41,Democrat,0,Currently Safe Democrat,,1
1368,2016,CA,43,Democrat,0,Currently Safe Democrat,,1
1369,2016,CA,44,Democrat,1,Currently Safe Democrat,,1
1371,2016,CA,46,Democrat,1,Currently Safe Democrat,,1
1372,2016,CA,47,Democrat,0,Currently Safe Democrat,,1
1376,2016,CA,51,Democrat,0,Currently Safe Democrat,,1
1377,2016,CA,52,Democrat,0,Currently Safe Democrat,,1
1378,2016,CA,53,Democrat,0,Currently Safe Democrat,,1
1379,2016,CO,1,Democrat,0,Currently Safe Democrat,,1
1380,2016,CO,2,Democrat,0,Currently Safe Democrat,,1
1385,2016,CO,7,Democrat,0,Currently Safe Democrat,,1
1386,2016,CT,1,Democrat,0,Currently Safe Democrat,,1
1387,2016,CT,2,Democrat,0,Currently Safe Democrat,,1
1388,2016,CT,3,Democrat,0,Currently Safe Democrat,,1
1389,2016,CT,4,Democrat,0,Currently Safe Democrat,,1
1390,2016,CT,5,Democrat,0,Currently Safe Democrat,,1
1391,2016,DE,0,Democrat,1,Currently Safe Democrat,,1
1396,2016,FL,5,Democrat,0,Currently Safe Democrat,,1
1400,2016,FL,9,Democrat,1,Currently Safe Democrat,,1
1401,2016,FL,10,Republican,1,Currently Safe Democrat,,1
1405,2016,FL,14,Democrat,0,Currently Safe Democrat,,1
1411,2016,FL,20,Democrat,0,Currently Safe Democrat,,1
1412,2016,FL,21,Democrat,0,Currently Safe Democrat,,1
1413,2016,FL,22,Democrat,0,Currently Safe Democrat,,1
1414,2016,FL,23,Democrat,0,Currently Safe Democrat,,1
1415,2016,FL,24,Democrat,0,Currently Safe Democrat,,1
1420,2016,GA,2,Democrat,0,Currently Safe Democrat,,1
1422,2016,GA,4,Democrat,0,Currently Safe Democrat,,1
1423,2016,GA,5,Democrat,0,Currently Safe Democrat,,1
1431,2016,GA,13,Democrat,0,Currently Safe Democrat,,1
1433,2016,HI,1,Democrat,1,Currently Safe Democrat,,1
1434,2016,HI,2,Democrat,0,Currently Safe Democrat,,1
1437,2016,IL,1,Democrat,0,Currently Safe Democrat,,1
1438,2016,IL,2,Democrat,0,Currently Safe Democrat,,1
1439,2016,IL,3,Democrat,0,Currently Safe Democrat,,1
1440,2016,IL,4,Democrat,0,Currently Safe Democrat,,1
1441,2016,IL,5,Democrat,0,Currently Safe Democrat,,1
1443,2016,IL,7,Democrat,0,Currently Safe Democrat,,1
1444,2016,IL,8,Democrat,1,Currently Safe Democrat,,1
1445,2016,IL,9,Democrat,0,Currently Safe Democrat,,1
1447,2016,IL,11,Democrat,0,Currently Safe Democrat,,1
1453,2016,IL,17,Democrat,0,Currently Safe Democrat,,1
1455,2016,IN,1,Democrat,0,Currently Safe Democrat,,1
1461,2016,IN,7,Democrat,0,Currently Safe Democrat,,1
1465,2016,IA,2,Democrat,0,Currently Safe Democrat,,1
1474,2016,KY,3,Democrat,0,Currently Safe Democrat,,1
1479,2016,LA,2,Democrat,0,Currently Safe Democrat,,1
1484,2016,ME,1,Democrat,0,Currently Safe Democrat,,1
1487,2016,MD,2,Democrat,0,Currently Safe Democrat,,1
1488,2016,MD,3,Democrat,0,Currently Safe Democrat,,1
1489,2016,MD,4,Democrat,1,Currently Safe Democrat,,1
1490,2016,MD,5,Democrat,0,Currently Safe Democrat,,1
1491,2016,MD,6,Democrat,0,Currently Safe Democrat,,1
1492,2016,MD,7,Democrat,0,Currently Safe Democrat,,1
1493,2016,MD,8,Democrat,1,Currently Safe Democrat,,1
1494,2016,MA,1,Democrat,0,Currently Safe Democrat,,1
1495,2016,MA,2,Democrat,0,Currently Safe Democrat,,1
1496,2016,MA,3,Democrat,0,Currently Safe Democrat,,1
1497,2016,MA,4,Democrat,0,Currently Safe Democrat,,1
1498,2016,MA,5,Democrat,0,Currently Safe Democrat,,1
1499,2016,MA,6,Democrat,0,Currently Safe Democrat,,1
1500,2016,MA,7,Democrat,0,Currently Safe Democrat,,1
1501,2016,MA,8,Democrat,0,Currently Safe Democrat,,1
1502,2016,MA,9,Democrat,0,Currently Safe Democrat,,1
1507,2016,MI,5,Democrat,0,Currently Safe Democrat,,1
1511,2016,MI,9,Democrat,0,Currently Safe Democrat,,1
1514,2016,MI,12,Democrat,0,Currently Safe Democrat,,1
1515,2016,MI,13,Democrat,0,Currently Safe Democrat,,1
1516,2016,MI,14,Democrat,0,Currently Safe Democrat,,1
1517,2016,MN,1,Democrat,0,Currently Safe Democrat,,1
1520,2016,MN,4,Democrat,0,Currently Safe Democrat,,1
1521,2016,MN,5,Democrat,0,Currently Safe Democrat,,1
1523,2016,MN,7,Democrat,0,Currently Safe Democrat,,1
1526,2016,MS,2,Democrat,0,Currently Safe Democrat,,1
1529,2016,MO,1,Democrat,0,Currently Safe Democrat,,1
1533,2016,MO,5,Democrat,0,Currently Safe Democrat,,1
1541,2016,NV,1,Democrat,0,Currently Safe Democrat,,1
1546,2016,NH,2,Democrat,0,Currently Safe Democrat,,1
1547,2016,NJ,1,Democrat,0,Currently Safe Democrat,,1
1552,2016,NJ,6,Democrat,0,Currently Safe Democrat,,1
1554,2016,NJ,8,Democrat,0,Currently Safe Democrat,,1
1555,2016,NJ,9,Democrat,0,Currently Safe Democrat,,1
1556,2016,NJ,10,Democrat,0,Currently Safe Democrat,,1
1558,2016,NJ,12,Democrat,0,Currently Safe Democrat,,1
1559,2016,NM,1,Democrat,0,Currently Safe Democrat,,1
1561,2016,NM,3,Democrat,0,Currently Safe Democrat,,1
1565,2016,NY,4,Democrat,0,Currently Safe Democrat,,1
1566,2016,NY,5,Democrat,0,Currently Safe Democrat,,1
1567,2016,NY,6,Democrat,0,Currently Safe Democrat,,1
1568,2016,NY,7,Democrat,0,Currently Safe Democrat,,1
1569,2016,NY,8,Democrat,0,Currently Safe Democrat,,1
1570,2016,NY,9,Democrat,0,Currently Safe Democrat,,1
1571,2016,NY,10,Democrat,0,Currently Safe Democrat,,1
1573,2016,NY,12,Democrat,0,Currently Safe Democrat,,1
1574,2016,NY,13,Democrat,1,Currently Safe Democrat,,1
1575,2016,NY,14,Democrat,0,Currently Safe Democrat,,1
1576,2016,NY,15,Democrat,0,Currently Safe Democrat,,1
1577,2016,NY,16,Democrat,0,Currently Safe Democrat,,1
1578,2016,NY,17,Democrat,0,Currently Safe Democrat,,1
1579,2016,NY,18,Democrat,0,Currently Safe Democrat,,1
1581,2016,NY,20,Democrat,0,Currently Safe Democrat,,1
1586,2016,NY,25,Democrat,0,Currently Safe Democrat,,1
1587,2016,NY,26,Democrat,0,Currently Safe Democrat,,1
1589,2016,NC,1,Democrat,0,Currently Safe Democrat,,1
1592,2016,NC,4,Democrat,0,Currently Safe Democrat,,1
1600,2016,NC,12,Democrat,0,Currently Safe Democrat,,1
1605,2016,OH,3,Democrat,0,Currently Safe Democrat,,1
1611,2016,OH,9,Democrat,0,Currently Safe Democrat,,1
1613,2016,OH,11,Democrat,0,Currently Safe Democrat,,1
1615,2016,OH,13,Democrat,0,Currently Safe Democrat,,1
1624,2016,OR,1,Democrat,0,Currently Safe Democrat,,1
1626,2016,OR,3,Democrat,0,Currently Safe Democrat,,1
1627,2016,OR,4,Democrat,0,Currently Safe Democrat,,1
1628,2016,OR,5,Democrat,0,Currently Safe Democrat,,1
1629,2016,PA,1,Democrat,0,Currently Safe Democrat,,1
1630,2016,PA,2,Democrat,1,Currently Safe Democrat,,1
1641,2016,PA,13,Democrat,0,Currently Safe Democrat,,1
1642,2016,PA,14,Democrat,0,Currently Safe Democrat,,1
1645,2016,PA,17,Democrat,0,Currently Safe Democrat,,1
1647,2016,RI,1,Democrat,0,Currently Safe Democrat,,1
1648,2016,RI,2,Democrat,0,Currently Safe Democrat,,1
1654,2016,SC,6,Democrat,0,Currently Safe Democrat,,1
1661,2016,TN,5,Democrat,0,Currently Safe Democrat,,1
1665,2016,TN,9,Democrat,0,Currently Safe Democrat,,1
1674,2016,TX,9,Democrat,0,Currently Safe Democrat,,1
1680,2016,TX,15,Democrat,1,Currently Safe Democrat,,1
1681,2016,TX,16,Democrat,0,Currently Safe Democrat,,1
1683,2016,TX,18,Democrat,0,Currently Safe Democrat,,1
1685,2016,TX,20,Democrat,0,Currently Safe Democrat,,1
1693,2016,TX,28,Democrat,0,Currently Safe Democrat,,1
1694,2016,TX,29,Democrat,0,Currently Safe Democrat,,1
1695,2016,TX,30,Democrat,0,Currently Safe Democrat,,1
1698,2016,TX,33,Democrat,0,Currently Safe Democrat,,1
1699,2016,TX,34,Democrat,0,Currently Safe Democrat,,1
1700,2016,TX,35,Democrat,0,Currently Safe Democrat,,1
1706,2016,VT,0,Democrat,0,Currently Safe Democrat,,1
1709,2016,VA,3,Democrat,0,Currently Safe Democrat,,1
1710,2016,VA,4,Republican,1,Currently Safe Democrat,,1
1714,2016,VA,8,Democrat,0,Currently Safe Democrat,,1
1717,2016,VA,11,Democrat,0,Currently Safe Democrat,,1
1718,2016,WA,1,Democrat,0,Currently Safe Democrat,,1
1719,2016,WA,2,Democrat,0,Currently Safe Democrat,,1
1723,2016,WA,6,Democrat,0,Currently Safe Democrat,,1
1724,2016,WA,7,Democrat,1,Currently Safe Democrat,,1
1726,2016,WA,9,Democrat,0,Currently Safe Democrat,,1
1727,2016,WA,10,Democrat,0,Currently Safe Democrat,,1
1732,2016,WI,2,Democrat,0,Currently Safe Democrat,,1
1733,2016,WI,3,Democrat,0,Currently Safe Democrat,,1
1734,2016,WI,4,Democrat,0,Currently Safe Democrat,,1
1746,2018,AL,7,Democrat,0,Currently Safe Democrat,,1
1750,2018,AZ,3,Democrat,0,Currently Safe Democrat,,1
1754,2018,AZ,7,Democrat,0,Currently Safe Democrat,,1
1756,2018,AZ,9,Democrat,1,Currently Safe Democrat,,1
1762,2018,CA,2,Democrat,0,Currently Safe Democrat,,1
1763,2018,CA,3,Democrat,0,Currently Safe Democrat,,1
1765,2018,CA,5,Democrat,0,Currently Safe Democrat,,1
1766,2018,CA,6,Democrat,0,Currently Safe Democrat,,1
1767,2018,CA,7,Democrat,0,Currently Safe Democrat,,1
1769,2018,CA,9,Democrat,0,Currently Safe Democrat,,1
1771,2018,CA,11,Democrat,0,Currently Safe Democrat,,1
1772,2018,CA,12,Democrat,0,Currently Safe Democrat,,1
1773,2018,CA,13,Democrat,0,Currently Safe Democrat,,1
1774,2018,CA,14,Democrat,0,Currently Safe Democrat,,1
1775,2018,CA,15,Democrat,0,Currently Safe Democrat,,1
1776,2018,CA,16,Democrat,0,Currently Safe Democrat,,1
1777,2018,CA,17,Democrat,0,Currently Safe Democrat,,1
1778,2018,CA,18,Democrat,0,Currently Safe Democrat,,1
1779,2018,CA,19,Democrat,0,Currently Safe Democrat,,1
1780,2018,CA,20,Democrat,0,Currently Safe Democrat,,1
1784,2018,CA,24,Democrat,0,Currently Safe Democrat,,1
1786,2018,CA,26,Democrat,0,Currently Safe Democrat,,1
1787,2018,CA,27,Democrat,0,Currently Safe Democrat,,1
1788,2018,CA,28,Democrat,0,Currently Safe Democrat,,1
1789,2018,CA,29,Democrat,0,Currently Safe Democrat,,1
1790,2018,CA,30,Democrat,0,Currently Safe Democrat,,1
1791,2018,CA,31,Democrat,0,Currently Safe Democrat,,1
1792,2018,CA,32,Democrat,0,Currently Safe Democrat,,1
1793,2018,CA,33,Democrat,0,Currently Safe Democrat,,1
1794,2018,CA,34,Democrat,0,Currently Safe Democrat,,1
1795,2018,CA,35,Democrat,0,Currently Safe Democrat,,1
1796,2018,CA,36,Democrat,0,Currently Safe Democrat,,1
1797,2018,CA,37,Democrat,0,Currently Safe Democrat,,1
1798,2018,CA,38,Democrat,0,Currently Safe Democrat,,1
1800,2018,CA,40,Democrat,0,Currently Safe Democrat,,1
1801,2018,CA,41,Democrat,0,Currently Safe Democrat,,1
1803,2018,CA,43,Democrat,0,Currently Safe Democrat,,1
1804,2018,CA,44,Democrat,0,Currently Safe Democrat,,1
1806,2018,CA,46,Democrat,0,Currently Safe Democrat,,1
1807,2018,CA,47,Democrat,0,Currently Safe Democrat,,1
1811,2018,CA,51,Democrat,0,Currently Safe Democrat,,1
1812,2018,CA,52,Democrat,0,Currently Safe Democrat,,1
1813,2018,CA,53,Democrat,0,Currently Safe Democrat,,1
1814,2018,CO,1,Democrat,0,Currently Safe Democrat,,1
1815,2018,CO,2,Democrat,1,Currently Safe Democrat,,1
1820,2018,CO,7,Democrat,0,Currently Safe Democrat,,1
1821,2018,CT,1,Democrat,0,Currently Safe Democrat,,1
1822,2018,CT,2,Democrat,0,Currently Safe Democrat,,1
1823,2018,CT,3,Democrat,0,Currently Safe Democrat,,1
1824,2018,CT,4,Democrat,0,Currently Safe Democrat,,1
1825,2018,CT,5,Democrat,1,Currently Safe Democrat,,1
1826,2018,DE,0,Democrat,0,Currently Safe Democrat,,1
1831,2018,FL,5,Democrat,0,Currently Safe Democrat,,1
1833,2018,FL,7,Democrat,0,Currently Safe Democrat,,1
1835,2018,FL,9,Democrat,0,Currently Safe Democrat,,1
1836,2018,FL,10,Democrat,0,Currently Safe Democrat,,1
1839,2018,FL,13,Democrat,0,Currently Safe Democrat,,1
1840,2018,FL,14,Democrat,0,Currently Safe Democrat,,1
1846,2018,FL,20,Democrat,0,Currently Safe Democrat,,1
1847,2018,FL,21,Democrat,0,Currently Safe Democrat,,1
1848,2018,FL,22,Democrat,0,Currently Safe Democrat,,1
1849,2018,FL,23,Democrat,0,Currently Safe Democrat,,1
1850,2018,FL,24,Democrat,0,Currently Safe Democrat,,1
1855,2018,GA,2,Democrat,0,Currently Safe Democrat,,1
1857,2018,GA,4,Democrat,0,Currently Safe Democrat,,1
1858,2018,GA,5,Democrat,0,Currently Safe Democrat,,1
1866,2018,GA,13,Democrat,0,Currently Safe Democrat,,1
1868,2018,HI,1,Democrat,1,Currently Safe Democrat,,1
1869,2018,HI,2,Democrat,0,Currently Safe Democrat,,1
1872,2018,IL,1,Democrat,0,Currently Safe Democrat,,1
1873,2018,IL,2,Democrat,0,Currently Safe Democrat,,1
1874,2018,IL,3,Democrat,0,Currently Safe Democrat,,1
1875,2018,IL,4,Democrat,1,Currently Safe Democrat,,1
1876,2018,IL,5,Democrat,0,Currently Safe Democrat,,1
1878,2018,IL,7,Democrat,0,Currently Safe Democrat,,1
1879,2018,IL,8,Democrat,0,Currently Safe Democrat,,1
1880,2018,IL,9,Democrat,0,Currently Safe Democrat,,1
1881,2018,IL,10,Democrat,0,Currently Safe Democrat,,1
1882,2018,IL,11,Democrat,0,Currently Safe Democrat,,1
1888,2018,IL,17,Democrat,0,Currently Safe Democrat,,1
1890,2018,IN,1,Democrat,0,Currently Safe Democrat,,1
1896,2018,IN,7,Democrat,0,Currently Safe Democrat,,1
1900,2018,IA,2,Democrat,0,Currently Safe Democrat,,1
1909,2018,KY,3,Democrat,0,Currently Safe Democrat,,1
1914,2018,LA,2,Democrat,0,Currently Safe Democrat,,1
1919,2018,ME,1,Democrat,0,Currently Safe Democrat,,1
1922,2018,MD,2,Democrat,0,Currently Safe Democrat,,1
1923,2018,MD,3,Democrat,0,Currently Safe Democrat,,1
1924,2018,MD,4,Democrat,0,Currently Safe Democrat,,1
1925,2018,MD,5,Democrat,0,Currently Safe Democrat,,1
1926,2018,MD,6,Democrat,1,Currently Safe Democrat,,1
1927,2018,MD,7,Democrat,0,Currently Safe Democrat,,1
1928,2018,MD,8,Democrat,0,Currently Safe Democrat,,1
1929,2018,MA,1,Democrat,0,Currently Safe Democrat,,1
1930,2018,MA,2,Democrat,0,Currently Safe Democrat,,1
1931,2018,MA,3,Democrat,1,Currently Safe Democrat,,1
1932,2018,MA,4,Democrat,0,Currently Safe Democrat,,1
1933,2018,MA,5,Democrat,0,Currently Safe Democrat,,1
1934,2018,MA,6,Democrat,0,Currently Safe Democrat,,1
1935,2018,MA,7,Democrat,1,Currently Safe Democrat,,1
1936,2018,MA,8,Democrat,0,Currently Safe Democrat,,1
1937,2018,MA,9,Democrat,0,Currently Safe Democrat,,1
1942,2018,MI,5,Democrat,0,Currently Safe Democrat,,1
1946,2018,MI,9,Democrat,1,Currently Safe Democrat,,1
1949,2018,MI,12,Democrat,0,Currently Safe Democrat,,1
1950,2018,MI,13,Democrat,1,Currently Safe Democrat,,1
1951,2018,MI,14,Democrat,0,Currently Safe Democrat,,1
1955,2018,MN,4,Democrat,0,Currently Safe Democrat,,1
1956,2018,MN,5,Democrat,1,Currently Safe Democrat,,1
1958,2018,MN,7,Democrat,0,Currently Safe Democrat,,1
1961,2018,MS,2,Democrat,0,Currently Safe Democrat,,1
1964,2018,MO,1,Democrat,0,Currently Safe Democrat,,1
1968,2018,MO,5,Democrat,0,Currently Safe Democrat,,1
1976,2018,NV,1,Democrat,0,Currently Safe Democrat,,1
1981,2018,NH,2,Democrat,0,Currently Safe Democrat,,1
1982,2018,NJ,1,Democrat,0,Currently Safe Democrat,,1
1986,2018,NJ,5,Democrat,0,Currently Safe Democrat,,1
1987,2018,NJ,6,Democrat,0,Currently Safe Democrat,,1
1989,2018,NJ,8,Democrat,0,Currently Safe Democrat,,1
1990,2018,NJ,9,Democrat,0,Currently Safe Democrat,,1
1991,2018,NJ,10,Democrat,0,Currently Safe Democrat,,1
1993,2018,NJ,12,Democrat,0,Currently Safe Democrat,,1
1994,2018,NM,1,Democrat,1,Currently Safe Democrat,,1
1996,2018,NM,3,Democrat,0,Currently Safe Democrat,,1
1999,2018,NY,3,Democrat,0,Currently Safe Democrat,,1
2000,2018,NY,4,Democrat,0,Currently Safe Democrat,,1
2001,2018,NY,5,Democrat,0,Currently Safe Democrat,,1
2002,2018,NY,6,Democrat,0,Currently Safe Democrat,,1
2003,2018,NY,7,Democrat,0,Currently Safe Democrat,,1
2004,2018,NY,8,Democrat,0,Currently Safe Democrat,,1
2005,2018,NY,9,Democrat,0,Currently Safe Democrat,,1
2006,2018,NY,10,Democrat,0,Currently Safe Democrat,,1
2008,2018,NY,12,Democrat,0,Currently Safe Democrat,,1
2009,2018,NY,13,Democrat,0,Currently Safe Democrat,,1
2010,2018,NY,14,Democrat,1,Currently Safe Democrat,,1
2011,2018,NY,15,Democrat,0,Currently Safe Democrat,,1
2012,2018,NY,16,Democrat,0,Currently Safe Democrat,,1
2013,2018,NY,17,Democrat,0,Currently Safe Democrat,,1
2014,2018,NY,18,Democrat,0,Currently Safe Democrat,,1
2016,2018,NY,20,Democrat,0,Currently Safe Democrat,,1
2021,2018,NY,25,Democrat,1,Currently Safe Democrat,,1
2022,2018,NY,26,Democrat,0,Currently Safe Democrat,,1
2024,2018,NC,1,Democrat,0,Currently Safe Democrat,,1
2027,2018,NC,4,Democrat,0,Currently Safe Democrat,,1
2035,2018,NC,12,Democrat,0,Currently Safe Democrat,,1
2040,2018,OH,3,Democrat,0,Currently Safe Democrat,,1
2046,2018,OH,9,Democrat,0,Currently Safe Democrat,,1
2048,2018,OH,11,Democrat,0,Currently Safe Democrat,,1
2050,2018,OH,13,Democrat,0,Currently Safe Democrat,,1
2059,2018,OR,1,Democrat,0,Currently Safe Democrat,,1
2061,2018,OR,3,Democrat,0,Currently Safe Democrat,,1
2062,2018,OR,4,Democrat,0,Currently Safe Democrat,,1
2063,2018,OR,5,Democrat,0,Currently Safe Democrat,,1
2065,2018,PA,2,Democrat,0,Currently Safe Democrat,,1
2066,2018,PA,3,Democrat,0,Currently Safe Democrat,,1
2067,2018,PA,4,Democrat,1,Currently Safe Democrat,,1
2081,2018,PA,18,Democrat,0,Currently Safe Democrat,,1
2082,2018,RI,1,Democrat,0,Currently Safe Democrat,,1
2083,2018,RI,2,Democrat,0,Currently Safe Democrat,,1
2089,2018,SC,6,Democrat,0,Currently Safe Democrat,,1
2096,2018,TN,5,Democrat,0,Currently Safe Democrat,,1
2100,2018,TN,9,Democrat,0,Currently Safe Democrat,,1
2109,2018,TX,9,Democrat,0,Currently Safe Democrat,,1
2115,2018,TX,15,Democrat,0,Currently Safe Democrat,,1
2116,2018,TX,16,Democrat,1,Currently Safe Democrat,,1
2118,2018,TX,18,Democrat,0,Currently Safe Democrat,,1
2120,2018,TX,20,Democrat,0,Currently Safe Democrat,,1
2128,2018,TX,28,Democrat,0,Currently Safe Democrat,,1
2129,2018,TX,29,Democrat,1,Currently Safe Democrat,,1
2130,2018,TX,30,Democrat,0,Currently Safe Democrat,,1
2133,2018,TX,33,Democrat,0,Currently Safe Democrat,,1
2134,2018,TX,34,Democrat,0,Currently Safe Democrat,,1
2135,2018,TX,35,Democrat,0,Currently Safe Democrat,,1
2141,2018,VT,0,Democrat,0,Currently Safe Democrat,,1
2144,2018,VA,3,Democrat,0,Currently Safe Democrat,,1
2145,2018,VA,4,Democrat,0,Currently Safe Democrat,,1
2149,2018,VA,8,Democrat,0,Currently Safe Democrat,,1
2152,2018,VA,11,Democrat,0,Currently Safe Democrat,,1
2153,2018,WA,1,Democrat,0,Currently Safe Democrat,,1
2154,2018,WA,2,Democrat,0,Currently Safe Democrat,,1
2158,2018,WA,6,Democrat,0,Currently Safe Democrat,,1
2159,2018,WA,7,Democrat,0,Currently Safe Democrat,,1
2161,2018,WA,9,Democrat,0,Currently Safe Democrat,,1
2162,2018,WA,10,Democrat,0,Currently Safe Democrat,,1
2167,2018,WI,2,Democrat,0,Currently Safe Democrat,,1
2168,2018,WI,3,Democrat,0,Currently Safe Democrat,,1
2169,2018,WI,4,Democrat,0,Currently Safe Democrat,,1
2181,2020,AL,7,Democrat,0,Currently Safe Democrat,,1
2184,2020,AZ,2,Democrat,0,Currently Safe Democrat,,1
2185,2020,AZ,3,Democrat,0,Currently Safe Democrat,,1
2189,2020,AZ,7,Democrat,0,Currently Safe Democrat,,1
2191,2020,AZ,9,Democrat,0,Currently Safe Democrat,,1
2197,2020,CA,2,Democrat,0,Currently Safe Democrat,,1
2198,2020,CA,3,Democrat,0,Currently Safe Democrat,,1
2200,2020,CA,5,Democrat,0,Currently Safe Democrat,,1
2201,2020,CA,6,Democrat,0,Currently Safe Democrat,,1
2202,2020,CA,7,Democrat,0,Currently Safe Democrat,,1
2204,2020,CA,9,Democrat,0,Currently Safe Democrat,,1
2205,2020,CA,10,Democrat,0,Currently Safe Democrat,,1
2206,2020,CA,11,Democrat,0,Currently Safe Democrat,,1
2207,2020,CA,12,Democrat,0,Currently Safe Democrat,,1
2208,2020,CA,13,Democrat,0,Currently Safe Democrat,,1
2209,2020,CA,14,Democrat,0,Currently Safe Democrat,,1
2210,2020,CA,15,Democrat,0,Currently Safe Democrat,,1
2211,2020,CA,16,Democrat,0,Currently Safe Democrat,,1
2212,2020,CA,17,Democrat,0,Currently Safe Democrat,,1
2213,2020,CA,18,Democrat,0,Currently Safe Democrat,,1
2214,2020,CA,19,Democrat,0,Currently Safe Democrat,,1
2215,2020,CA,20,Democrat,0,Currently Safe Democrat,,1
2219,2020,CA,24,Democrat,0,Currently Safe Democrat,,1
2221,2020,CA,26,Democrat,0,Currently Safe Democrat,,1
2222,2020,CA,27,Democrat,0,Currently Safe Democrat,,1
2223,2020,CA,28,Democrat,0,Currently Safe Democrat,,1
